loss_element,id,description,total_amount,group,Grant start date,start_month,start_day,loss_type
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
Re-build PC,,"Rebuilding 250 Desktops takes 1 hour per Desktop. 5 IT technicians are assigned to the activity. 250 hours worth of effort divided by 5 technicians costs a total of $15,000. Restoring the available backups to Collaboration drives is unsuccessful. An incomplete data set is re-built with the help of external parties and best efforts and a significant amount of data is unrecoverable.",60,worst_case,,,,Replacement
