momentID,momentVehicleClassLower,momentVehicleClass,momentType,momentVehicle,momentVehicleTop,momentAdditional,momentIn,momentOut,momentDuration,momentDurationTop,movieID,movieName,movieYear,movieActor,movieDuration,inVehicleDuration,inVehicleFraction,movieDescription,momentDurationStacked
M11V18,space shuttle,Space shuttle,air-based,Moonraker 6,0_Other,,5508,5956,448,448,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9956
M11V19,space station,Space station,air-based,Hugo Drax's orbital space station,0_Other,,5956,7001,1045,1045,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",11001
M11V20,space shuttle,Space shuttle,air-based,Moonraker 6,0_Other,,7001,7577,576,576,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",11577
M12V01,helicopter,Helicopter,air-based,Agusta-Bell 206B JetRanger II,0_Other,,101,398,297,297,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",11874
M12V02,car,Car,land-based,Lotus Esprit Turbo,0_Other,driver,1145,1202,57,57,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",11931
M12V03,car,Car,land-based,Citroën 2CV ,0_Other,"passenger, chased",1440,1516,76,76,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12007
M12V04,car,Car,land-based,Citroën 2CV ,0_Other,"driver, chased",1530,1713,183,183,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12190
M12V05,car,Car,land-based,Lotus Esprit Turbo,0_Other,driver,2027,2049,22,22,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12212
M12V06,sleigh,Sleigh,land-based,Horse-drawn sleigh,0_Other,,2478,2582,104,104,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12316
M12V09,car,Car,land-based,Lotus Esprit Turbo,0_Other,driver,3337,3351,14,14,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12822
M12V10,car,Car,land-based,Zamboni ice resurfacer,0_Other,,3470,3480,10,10,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12832
M12V11,car,Car,land-based,Rolls-Royce Silver Wraith II,0_Other,passenger,3992,4050,58,58,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12890
M12V12,boat,Boat,water-based,SS Columbina yacht,0_Other,,4267,4527,260,260,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",13150
M12V13,boat,Boat,water-based,Unidentified,0_Other,owned by Kristatos,4527,4581,54,54,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",13204
M12V14,boat,Boat,water-based,Botje & Ensing Zurga 'Triana',0_Other,,4913,5018,105,105,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",13309
M12V15,submarine,Submarine,water-based,Trianas mini-sub 'Neptune',0_Other,,5018,5159,141,141,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",13450
M12V16,boat,Boat,water-based,Trawler 'St. Georges',0_Other,wreckage,5194,5533,339,339,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",13789
M12V17,submarine,Submarine,water-based,Trianas mini-sub 'Neptune',0_Other,,5553,5779,226,226,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",14015
M12V18,boat,Boat,water-based,Botje & Ensing Zurga 'Triana',0_Other,,5779,5933,154,154,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",14169
M12V19,boat,Boat,water-based,Panther 'Santa Mavra' ,0_Other,being dragged,5933,6062,129,129,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",14298
M12V20,boat,Boat,water-based,Botje & Ensing Zurga 'Triana',0_Other,,6170,6205,35,35,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",14333
M12V21,boat,Boat,water-based,Botje & Ensing Zurga 'Triana',0_Other,,7400,7520,120,120,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",14453
M13V01,car,Car,land-based,Range Rover Classic convertible,0_Other,driver,33,71,38,38,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14491
M13V02,truck,Truck,land-based,1943 GMC CCKW 352 ,0_Other,"passenger, army truck",199,251,52,52,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14543
M13V03,car,Car,land-based,Range Rover Classic convertible ,0_Other,"passenger, chased",251,293,42,42,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14585
M13V04,airplane,Airplane,air-based,"Bede BD-5J Microjet ""Acrostar Jet"" ",0_Other,chased,293,452,159,159,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14744
M13V05,airplane,Airplane,air-based,Aérospatiale SA 316 Alouette III,0_Other,,1520,1541,21,21,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14765
M13V06,boat,Boat,water-based,Unidentified passenger ferry,0_Other,,1541,1565,24,24,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14789
M13V07,rickshaw,Rickshaw,land-based,Auto rickshaw,0_Other,passenger,1611,1672,61,61,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14850
M13V08,rickshaw,Rickshaw,land-based,Auto rickshaw,0_Other,"passenger, chased",2058,2181,123,123,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",14973
M13V09,rickshaw,Rickshaw,land-based,Auto rickshaw,0_Other,"passenger, chased",2268,2314,46,46,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15019
M13V10,car,Car,land-based,Jeep 1954 Mahindra CJ-3B,0_Other,passenger,3648,3694,46,46,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15065
M13V11,boat,Boat,water-based,Unidentified,0_Other,,3941,3967,26,26,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15091
M13V12,boat,Boat,water-based,Alligator boat,0_Other,,3998,4017,19,19,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15110
M13V13,boat,Boat,water-based,Alligator boat,0_Other,,4825,4840,15,15,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15125
M13V14,car,Car,land-based,1977 Mercedes-Benz ,0_Other,passenger,4878,4970,92,92,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15217
M13V17,car,Car,land-based,Mercedes 250SE ,0_Other,"driver, chasing",5689,5790,101,101,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15583
M13V19,car,Car,land-based,1971 Volkswagen 1302 ,0_Other,,6441,6479,38,38,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16119
M13V20,car,Car,land-based,1981 Alfa Romeo GTV6 ,0_Other,chased,6511,6706,195,195,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16314
M13V21,car,Car,land-based,Caravan,0_Other,,6747,6771,24,24,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16338
M13V22,balloon,Balloon,air-based,Hot air balloon,0_Other,,7190,7244,54,54,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16392
M13V24,airplane,Airplane,air-based,Beechcraft 18 'Twin Beech' C-45H Expeditor ,0_Other,crashed,7394,7569,175,175,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16624
M13V25,boat,Boat,water-based,Octopussy's private rowing boat,0_Other,,7621,7818,197,197,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16821
M14V02,snowmobile,Snowmobile,land-based,Snowmobile ,0_Other,"chased, crashed",176,193,17,17,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",16959
M14V03,skis,Skis,land-based,Snowboard,0_Other,chased,211,253,42,42,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17001
M14V04,Submarine,Submarine,water-based,Submarine,0_Other,disguised as iceberg,310,376,66,66,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17067
M14V05,car,Car,land-based,1983 Renault 11 TXE,0_Other,"taxi, driver, chasing",1182,1214,32,32,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17099
M14V06,car,Car,land-based,1983 Renault 11 TXE,0_Other,"taxi, driver, chasing, roof removed",1214,1229,15,15,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17114
M14V07,car,Car,land-based,1983 Renault 11 TXE,0_Other,"taxi, driver, chasing, back half removed",1229,1257,28,28,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17142
M14V08,boat,Boat,water-based,Wedding boat,0_Other,,1259,1289,30,30,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17172
M14V09,car,Car,land-based,1981 Peugeot 604 Ti Limousine Heuliez,0_Other,passenger,1293,1325,32,32,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17204
M14V10,car,Car,land-based,Rolls-Royce Silver Cloud II,0_Other,passenger,1325,1352,27,27,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17231
M14V11,car,Car,land-based,Rolls-Royce Silver Cloud II,0_Other,passenger,1527,1545,18,18,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17249
M14V13,car,Car,land-based,Rolls-Royce Silver Cloud II ,0_Other,hanging on,3078,3087,9,9,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17477
M14V14,car,Car,land-based,Rolls-Royce Silver Cloud II ,0_Other,"crashed, submerged",3134,3256,122,122,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17599
M14V15,tram,Tram,land-based,Tram,0_Other,,3541,3564,23,23,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17622
M14V16,car,Car,land-based,Chevrolet Corvette C4,0_Other,passenger,4049,4062,13,13,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17635
M14V17,car,Car,land-based,Ford LTD,0_Other,driver,4375,4410,35,35,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17670
M14V18,truck,Truck,land-based,American LaFrance 900 fire truck,0_Other,"driver, chased",5655,5704,49,49,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17719
M14V19,truck,Truck,land-based,American LaFrance 900 fire truck,0_Other,"passenger, chased",5705,5957,252,252,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17971
M14V20,truck,Truck,land-based,American LaFrance 900 fire truck,0_Other,driver,5957,5993,36,36,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",18007
M14V21,truck,Truck,land-based,1968 Chevrolet C-Series,0_Other,driver,6005,6043,38,38,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",18045
M14V23,balloon,Balloon,air-based,Airship Industries Skyship 500 ,0_Other,hanging on,7210,7326,116,116,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",18237
M15V01,airplane,Airplane,air-based,Lockheed C-130 Hercules,0_Other,,37,91,54,54,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",54
M15V03,car,Car,land-based,Land Rover Series III ,0_Other,"passenger, on top, crashed",272,398,126,126,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",203
M15V05,boat,Boat,water-based,Moonmaiden II,0_Other,,432,452,20,20,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",257
M15V06,car,Car,land-based,Audi 200 Quattro,0_Other,driver,969,1030,61,61,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",318
M15V07,car,Car,land-based,Audi 200 Quattro,0_Other,driver,1218,1230,12,12,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",330
M15V08,car,Car,land-based,Audi 200 Quattro,0_Other,driver,1303,1340,37,37,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",367
M15V09,car,Car,land-based,1985 Aston Martin V8 Volante,0_Other,driver,1471,1491,20,20,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",387
M15V10,car,Car,land-based,1985 Aston Martin V8 Volante,0_Other,driver,1688,1692,4,4,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",391
M15V11,tram,Tram,land-based,Tram,0_Other,,2199,2313,114,114,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",505
M15V12,car,Car,land-based,1985 Aston Martin V8 Volante,0_Other,"driver, chased, crashed",2562,2942,380,380,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",885
M15V13,cello case,Cello case,land-based,Cello case,0_Other,,2972,3041,69,69,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",954
M15V14,truck,Truck,land-based,1981 Ford Cargo,0_Other,passenger,3259,3265,6,6,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",960
M15V15,car,Car,land-based,Horse-drawn carriage,0_Other,,3283,3365,82,82,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1042
M15V16,ferris wheel,Ferris wheel,land-based,Ferris wheel,0_Other,,3756,3877,121,121,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1163
M15V17,car,Car,land-based,Audi 200 Quattro Avant,0_Other,driver,4056,4152,96,96,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1259
M15V18,car,Car,land-based,1959 Chevrolet Impala Sport Coupé,0_Other,passenger,4506,4558,52,52,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1311
M15V19,boat,Boat,water-based,Spectral 2:20,0_Other,,4563,4620,57,57,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1368
M15V20,car,Car,land-based,Ambulance1980 GMC Vandura,0_Other,passenger,4826,4894,68,68,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1436
M15V21,airplane,Airplane,air-based,Lockheed C-130 Hercules,0_Other,,4894,5107,213,213,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1649
M15V22,car,Car,land-based,Tracma 1500 Ground conveyor,0_Other,pulling an airplane staircase,5385,5413,28,28,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1677
M15V25,truck,Truck,land-based,1978 Renault TRM 9000,0_Other,passenger,6054,6254,200,200,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",2005
M15V26,airplane,Airplane,air-based,Lockheed C-130 Hercules,0_Other,crashed,6263,7204,941,941,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",2946
M15V27,car,Car,land-based,Land Rover Series III,0_Other,driver,7204,7246,42,42,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",2988
M16V01,car,Car,land-based,1959 Rolls-Royce Phantom V,0_Other,passenger,74,111,37,37,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3025
M16V02,helicopter,Helicopter,air-based,Aérospatiale HH-65A Dolphin,0_Other,,134,257,123,123,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3148
M16V03,helicopter,Helicopter,air-based,Aérospatiale HH-65A Dolphin,0_Other,,276,304,28,28,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3176
